mode,epoch,acc,loss,length,game_size,vocab_size,hidden_size,n_epochs,embedding_size,max_len,sender_cell
test,86,0.550000011920929,0.9117415547370911,5.0,4,100,60,100,40,4,gru
train,87,0.762499988079071,0.05446050316095352,5.0,4,100,60,100,40,4,gru
test,87,0.550000011920929,0.900145411491394,5.0,4,100,60,100,40,4,gru
train,88,0.762499988079071,0.054878752678632736,5.0,4,100,60,100,40,4,gru
test,88,0.550000011920929,0.9192930459976196,5.0,4,100,60,100,40,4,gru
train,89,0.762499988079071,0.05608047917485237,5.0,4,100,60,100,40,4,gru
test,89,0.5,0.920401930809021,5.0,4,100,60,100,40,4,gru
train,90,0.75,0.05900700017809868,5.0,4,100,60,100,40,4,gru
test,90,0.550000011920929,0.9211326837539673,5.0,4,100,60,100,40,4,gru
train,91,0.75,0.056077372282743454,5.0,4,100,60,100,40,4,gru
test,91,0.550000011920929,0.9112544059753418,5.0,4,100,60,100,40,4,gru
train,92,0.7875000238418579,0.0538909025490284,5.0,4,100,60,100,40,4,gru
test,92,0.550000011920929,0.9041115045547485,5.0,4,100,60,100,40,4,gru
train,93,0.7875000238418579,0.05485072731971741,5.0,4,100,60,100,40,4,gru
test,93,0.5,0.9138355255126953,5.0,4,100,60,100,40,4,gru
train,94,0.800000011920929,0.05420810729265213,5.0,4,100,60,100,40,4,gru
test,94,0.5,0.9216886758804321,5.0,4,100,60,100,40,4,gru
train,95,0.800000011920929,0.05444556474685669,5.0,4,100,60,100,40,4,gru
test,95,0.550000011920929,0.934405505657196,5.0,4,100,60,100,40,4,gru
train,96,0.7749999761581421,0.05594473332166672,5.0,4,100,60,100,40,4,gru
test,96,0.550000011920929,0.9486625790596008,5.0,4,100,60,100,40,4,gru
train,97,0.762499988079071,0.055245596915483475,5.0,4,100,60,100,40,4,gru
test,97,0.550000011920929,0.9442563056945801,5.0,4,100,60,100,40,4,gru
train,98,0.7875000238418579,0.053738784044981,5.0,4,100,60,100,40,4,gru
test,98,0.550000011920929,0.9382429122924805,5.0,4,100,60,100,40,4,gru
train,99,0.75,0.055136293172836304,5.0,4,100,60,100,40,4,gru
test,99,0.5,0.9267441034317017,5.0,4,100,60,100,40,4,gru
train,100,0.7875000238418579,0.05431600287556648,5.0,4,100,60,100,40,4,gru
test,100,0.5,0.9286271929740906,5.0,4,100,60,100,40,4,gru
